text,label
诉腹胀便秘１２年，加重两年,{'腹胀便秘': '临床表现'}
功能性消化不良；小儿；布拉氏酵母菌；四逆散加味（气滞胃痛颗粒）；细胞因子类；胃肠激素,{'布拉氏酵母菌': '西医治疗'}
没药苦平，能入十二经，散结气，通滞血，消肿定痛生肌（《本草备要》）,{'没药': '中药'}
症见精神倦怠，四肢懒动，纳少泛恶，面色无华，腹部作胀、叩之若鼓，大便稍干，小溲短少，舌质淡红，苔略腻，脉滑而无力,"{'精神倦怠': '临床表现', '四肢懒动': '临床表现', '纳少泛恶': '临床表现', '面色无华': '临床表现', '腹部作胀': '临床表现', '小溲短少': '临床表现', '苔略腻': '临床表现'}"
５剂后诸症基本消失，仅纳食欠佳，原方减黄芩加焦三仙各１０ｇ，继服５剂，诸症消失，复查肝功能正常，病告痊愈,{'黄芩': '中药'}
茵陈越鞠汤联合多烯磷脂胆碱治疗非酒精性脂肪性肝病,"{'多烯磷脂胆碱': '西医治疗', '非酒精性脂肪性肝病': '西医诊断'}"
慢性萎缩性胃炎；益胃化裁方；胃阴不足；胃黏膜萎缩,"{'慢性萎缩性胃炎': '西医诊断', '胃阴不足': '中医证候'}"
慢性胃炎中医辨证分型与内镜分类关系初探,{'慢性胃炎': '西医诊断'}
对照组８０例单纯给予二甲双胍治疗,{'二甲双胍': '西医治疗'}
六味安消胶囊联合奥美拉唑对功能性消化不良患者胃电参数及胃肠动力相关指标的影响,"{'六味安消胶囊': '中医治疗', '功能性消化不良': '西医诊断'}"
目的探讨马万千老中医化痰祛瘀方治疗痰瘀互结型非酒精性脂肪肝的疗效,"{'痰瘀互结': '中医证候', '非酒精性脂肪肝': '西医诊断'}"
拟柴胡四逆散加减：柴胡１０ｇ，白芍１０ｇ，黄芩１０ｇ，法半夏１０ｇ，党参１５ｇ，山药１５ｇ，扁豆１０ｇ，枳壳１０ｇ，郁金１０ｇ，青、陈皮各１０ｇ，鸡内金１０ｇ，炒谷、麦芽各１５ｇ，炙甘草５ｇ,"{'四逆散': '方剂', '柴胡': '中药', '黄芩': '中药', '法半夏': '中药', '党参': '中药', '山药': '中药', '扁豆': '中药', '枳壳': '中药', '郁金': '中药', '陈皮': '中药', '鸡内金': '中药', '炒谷': '中药', '麦芽各': '中药', '炙甘草': '中药'}"
结论：电针和枳术宽中胶囊均提高血浆胃动素水平及胃电频率，促进胃排空，缓解消化不良症状，提高生活质量指数，但联合用药效果更好，并具有较好的安全性和远期疗效,{'枳术宽中胶囊': '中医治疗'}
目的：观察芍连胃乐片治疗肝郁气滞型慢性萎缩性胃炎的临床疗效,"{'肝郁气滞': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
近年来，笔者用四逆散加味治疗，取得了满意效果,{'四逆散加味': '方剂'}
逍遥煎剂联合穴位贴敷治疗腹泻型肠易激综合征肝郁脾虚证临床观察,"{'穴位贴敷': '中医治疗', '肝郁脾虚': '中医证候'}"
服后次日，每日畅泻稀水大便数次，腹水大减，精神稍欠，继服上方,{'腹水': '中医诊断'}
随症配合天南星、苇茎祛湿化痰,"{'配': '中药', '祛湿化痰': '中药'}"
茵陈含有促进胆红素与葡萄糖酸酯结合的成分，能促进实验大鼠胆汁分泌,{'茵陈': '中药'}
加五味子１５克、枸杞子１５克、白花蛇舌草２０克、生牡蛎３０克，继服,"{'五味子': '中药', '枸杞子': '中药', '牡蛎': '中药'}"
按：肝硬化腹水属于中医“鼓胀”范畴,{'鼓胀': '中医诊断'}
温中补气和里缓急法治疗老年慢性萎缩性胃炎３４６例,"{'温中补气和里缓急': '中医治则', '老年慢性萎缩性胃炎': '西医诊断'}"
结论：旋覆代赭汤合半夏厚朴汤治疗胃食管反流病痰湿内阻证的临床疗效良好，能够明显改善患者临床症状，且安全性高，无毒副作用,"{'旋覆代赭汤': '方剂', '胃食管反流病痰湿内阻证': '西医诊断'}"
结果两种方法均能有效缓解便秘临床症状（Ｐ＜０,{'便秘': '中医诊断'}
本例姜老用大黄配田基黄、全瓜蒌控制肝炎病毒，此为治本,"{'田基黄': '中药', '全瓜蒌': '中药'}"
车前子３０ｇ,{'车前子': '中药'}
此病脏腑虽责肝胃，但因饮食消化失常、嗳气频作，故查老师喜用云茯苓、白术、炒谷芽、炒麦芽及生山楂等培补中焦，脾气健则运化强，中焦健则耐受肝木之侮,{'嗳气': '临床表现'}
药用：伏龙肝（先煎）３００ｇ,{'伏龙肝': '中药'}
针刺；电针；老年性；功能性便秘；气虚型；临床观察,"{'功能性便秘': '西医诊断', '气虚': '中医证候'}"
诸症合参，证属血瘀腹痛，血瘀化热,"{'血瘀腹痛': '中医证候', '血瘀化热': '中医证候'}"
辨证：本证乃肝气郁滞，郁久化热，热郁少阳、阳明，熏蒸肝胆，胆道不畅，胆液郁而外溢，成阳黄之证,"{'肝气郁滞': '中医证候', '阳黄之证': '中医诊断'}"
此后病人血象恢复正常，身体状况逐步改善，再坚持中药调理，初用健脾和胃、益气养血法，健康存活至今,{'健脾': '中医治则'}
中医辨证论治对功能性消化不良患者焦虑抑郁状态影响的研究,{'功能性消化不良': '西医诊断'}
非酒精性脂肪肝；中医药疗法；健肝降脂汤；穴位贴敷,"{'非酒精性脂肪肝': '西医诊断', '穴位贴敷': '中医治疗'}"
多虑平和仕乐生治疗功能性消化不良５２例疗效观察,{'功能性消化不良': '西医诊断'}
上药共服１５剂，于８月２５日复诊，自诉胁痛减轻，饮食增加，大便稍软，余无变化,{'胁痛': '临床表现'}
方用茵陈蒿汤合龙胆泻肝汤加味治之,{'茵陈蒿汤合龙胆泻肝汤加味': '方剂'}
方法：将１００例老年慢性功能性便秘患者随机分为对照组和观察组各５０例,{'老年慢性功能性便秘': '西医诊断'}
巩膜无黄染，颈静脉怒张，胸腹壁浮肿，心音遥远，律齐，率８５次／分，双肺中下闻及干湿啰音，胸围８４ｃｍ，腹围９０ｃｍ，肝脾触诊不满意，全腹叩浊，四肢浮肿，膝以下为重，无肝掌及蜘蛛痣,{'浮肿': '临床表现'}
因肝硬化腹水住昆明某医院，邀吴氏会诊：患者始因患红白痢证１月余，继后渐感腹胀，发展而成腹水肿胀之证,{'腹水': '中医诊断'}
０５）提示：复方畅胃宁具有疏肝理气、健脾和胃的功效．,{'复方畅胃宁': '中医治疗'}
试投术附合茵陈五苓散加减：苍术、白术、肉桂、制川朴、炒青皮各６ｇ，茯苓、绵茵陈各１８ｇ，熟附片（先煎）、煨莪术、三棱、红花、鸡内金各１０ｇ，水红花子１２ｇ，玉米须３０ｇ，７剂,"{'术附合茵陈五苓散加减': '方剂', '苍术': '中药', '白术': '中药', '肉桂': '中药', '制川朴': '中药', '青皮': '中药', '茯苓': '中药', '绵茵陈': '中药', '熟附片': '中药', '莪术': '中药', '三棱': '中药', '红花': '中药', '鸡内金': '中药', '玉米须': '中药'}"
辨证治疗功能性消化不良６０例,{'功能性消化不良': '西医诊断'}
结论柴半汤联合体表穴位电刺激在肝胃不和型ＮＥＲＤ患者能改善病理性酸反流，缓解患者的临床症状，提高治疗效果,"{'柴半汤': '方剂', '体表穴位电刺激': '中医治疗', '肝胃不和': '中医证候'}"
健脾和胃汤治疗功能消化不良脾胃气虚证临床研究,"{'健脾和胃汤': '方剂', '脾胃气虚': '中医证候'}"
不能右侧卧,{'侧卧': '临床表现'}
西医诊断：肠易激综合征（腹泻型）,{'肠易激综合征': '西医诊断'}
方药：茵陈３０ｇ，黄芩１５ｇ，柴胡１０ｇ，清豆卷１０ｇ，黄柏１０ｇ，白蔻仁１０ｇ，枳壳１０ｇ，枳实１０ｇ，薏苡仁３０ｇ，苦参１５ｇ，白花蛇舌草１５ｇ，栀子１０ｇ，青蒿１０ｇ，焦三仙各１０ｇ，大黄６ｇ，甘草１０ｇ,"{'茵陈': '中药', '黄芩': '中药', '柴胡': '中药', '清豆卷': '中药', '黄柏': '中药', '白蔻仁': '中药', '枳壳': '中药', '薏苡仁': '中药', '苦参': '中药', '栀子': '中药', '青蒿': '中药', '焦三仙': '中药', '大黄': '中药', '甘草': '中药'}"
肠化方配合老十针对慢性萎缩性胃炎伴肠上皮化生患者胃黏膜病理组织学及血清ＩＬ－２３、ＰＧ１的影响,"{'老十针': '中医治疗', '慢性萎缩性胃炎伴肠上皮化生': '西医诊断'}"
结论中西医结合治疗胃食管反流病可提高临床疗效，减少复发率,{'胃食管反流病': '西医诊断'}
荷叶调脂疏肝汤联合利拉鲁肽对糖耐量异常合并非酒精性脂肪肝患者的临床疗效,{'利拉鲁肽': '西医治疗'}
舌质淡、苔黄白略腻,{'白略腻': '临床表现'}
指针治疗脾胃气虚型功能性消化不良疗效观察,"{'指针': '中医治疗', '脾胃气虚': '中医证候', '功能性消化不良': '西医诊断'}"
因反复乏力１０余年伴腹胀、尿少、尿黄、身黄４月余，２００５年３月３日入院,{'乏力': '临床表现'}
目的：观察中西医结合治疗非糜烂性胃食管反流病（ＮＥＲＤ）的临床疗效,{'非糜烂性胃食管反流病': '西医诊断'}
非酒精性脂肪肝；安络化纤丸；非酒精性脂肪性肝病；,{'非酒精性脂肪肝': '西医诊断'}
祛脂护肝汤加减治疗非酒精性脂肪肝５８例,"{'祛脂护肝汤加减': '中医治疗', '非酒精性脂肪肝': '西医诊断'}"
ＮＭＲ）技术的代谢组学方法比较针刺阳明经穴与伊托必利对功能性消化不良（ＦｕｎｃｔｉｏｎａｌＤｙｓｐｅｐｓｉａ,{'功能性消化不良': '西医诊断'}
［方法］纳入符合标准的腹泻型ＩＢＳ患者６０例，按随机抽签法将患者分为对照组和治疗组,{'腹泻': '临床表现'}
方义：木瓜酸涩而温，能醒脾胃祛筋骨之湿，对于湿热伤于足者效果最佳（《本草求真》），故为君药,{'木瓜': '中药'}
山慈姑、僵蚕化痰散结，化瘀消肿,"{'慈姑': '中药', '僵蚕': '中药'}"
目的：观察自拟通肠便膏贴敷天枢穴治疗功能性便秘的有效性和安全性,"{'通肠便膏贴敷': '中医治疗', '功能性便秘': '西医诊断'}"
目的探讨四君子汤加减联合瑞巴派特对慢性萎缩性胃炎患者的疗效，以及对胃黏膜的保护作用,"{'瑞巴派特': '西医治疗', '慢性萎缩性胃炎': '西医诊断'}"
方法：将虚寒型ＦＤ重叠Ｄ－ＩＢＳ患者５０例随机分为２组，对照组２５例采用常规西药治疗，观察组２５例在对照组治疗的基础上加用隔药饼灸、穴位贴敷及温针灸综合中医外治法治疗,"{'虚寒': '中医证候', '隔药饼灸': '中医治疗', '穴位贴敷': '中医治疗', '温针灸': '中医治疗'}"
日渐消瘦，近一月来，腹痛腹泻，疑肠结核，作肠道钡剂造影未见异常，故求治于中医,"{'消瘦': '临床表现', '腹泻': '临床表现'}"
胃炎，萎缩性／中医药疗法，活血清胃方,{'活血清胃方': '方剂'}
鸡内金９ｇ,{'鸡内金': '中药'}
诊为黑疸，属阳虚肝郁，寒湿阻滞,"{'黑疸': '中医诊断', '阳虚肝郁': '中医证候', '寒湿阻滞': '中医证候'}"
功能性消化不良是常见的消化系统疾病之一，据国内统计约占胃肠专科门诊患者１／３以上，西方国家患病率高达２０％～４０％,{'功能性消化不良': '西医诊断'}
０１）结论旋覆代赭汤合左金丸治疗胃食管反流病所致反流性食管炎，可取得较为满意的远期疗效,"{'左金丸': '方剂', '胃食管反流病': '西医诊断'}"
方法：２００例腹泻型肠易激综合征病人，随机分为治疗组１００例，对照组１００例,{'腹泻型肠易激综合征': '西医诊断'}
郁金１２ｇ,{'郁金': '中药'}
此为湿热内蕴，熏蒸肝胆，邪郁大肠，灼伤脉络,{'湿热内蕴': '中医证候'}
按：黄疸的发病早在《金匮要略》就有“黄家所得，从湿得之”、“诸病黄家，但利其小便”之论断，其分类有阳黄、急黄、阴黄之别，这是由于致病因素和个体差异所致,"{'黄疸': '中医诊断', '阳黄': '中医诊断'}"
中药膏方；生物反馈；慢传输型便秘；生活质量,{'中药膏方': '中医治疗'}
ｇ，法夏１０ｇ，枳实１０ｇ，厚朴１０ｇ，茵陈蒿３０ｇ，栀子１０ｇ，芒硝１０ｇ（分３次溶化冲下），甘草５ｇ,"{'法夏': '中药', '枳实': '中药', '厚朴': '中药', '茵陈蒿': '中药', '栀子': '中药', '芒硝': '中药', '甘草': '中药'}"
慢性萎缩性胃炎；浊毒；胃镜像；病理学表现；中医证型,{'慢性萎缩性胃炎': '西医诊断'}
小建中颗粒；功能性消化不良；帕罗西汀；临床观察；联合治疗；,"{'小建中颗粒': '中医治疗', '功能性消化不良': '西医诊断'}"
功能性消化不良；胃动力；胃排空；四逆散,{'功能性消化不良': '西医诊断'}
主诉：腹胀尿少２月,{'腹胀尿少': '临床表现'}
患者，仇某，男，６８岁，因“反复心悸３年，左侧肢体活动不利１周，气急３天”于２００８年１月４日入院，诊为１、脑梗塞，２、高血压３级（极高危），３、麻痹性肠梗阻,{'脑梗塞': '西医诊断'}
方法将入选的６０例患者随机分为常规治疗组（对照组）、疏香灸治疗组（疏香灸组）及心身同治组,{'疏香灸': '中医治疗'}
目的：通过观察香砂枳术颗粒对脾胃虚弱证功能性消化不良（ＦＤ）患者的胃肠激素、胃半排空时间、症状评分等临床指标的影响，考察其治疗作用,"{'香砂枳术颗粒': '中医治疗', '脾胃虚弱': '中医证候', '功能性消化不良': '西医诊断'}"
目的：观察针刺梁丘穴配合理中汤加减治疗慢性萎缩性胃炎的临床疗效,"{'针刺梁丘穴': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
【目的】观察俞募配穴埋线疗法对慢性萎缩性胃炎患者血浆胃动素及体表胃电图的影响,"{'俞募配穴埋线': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
枳实消痞丸联合黄芪建中汤治疗功能性消化不良伴焦虑状态临床观察,"{'枳实消痞丸': '方剂', '黄芪建中汤': '方剂', '功能性消化不良伴焦虑状态': '西医诊断'}"
方法：将１０８例气阴不足型ＣＡＧ患者按照２∶１比例随机分为治疗组７２例和对照组３６例,{'气阴不足': '中医证候'}
甘草配干姜既温散又调和药性,"{'甘草': '中药', '干姜': '中药'}"
结论：自拟通肠便膏贴敷在治疗功能性便秘患者方面，较聚乙二醇４０００散更具有相对稳定的中长期疗效,"{'通肠便膏贴敷': '中医治疗', '功能性便秘': '西医诊断'}"
３治疗前后组内比较，胃痛、痞满、嘈杂、乏力、纳呆积分和总积分差异均有统计学意义（Ｐ＜０,"{'胃痛': '临床表现', '痞满': '临床表现', '嘈杂': '临床表现', '乏力': '临床表现', '纳呆': '临床表现'}"
功能性消化不良；逍遥散；推拿疗法,"{'功能性消化不良': '西医诊断', '逍遥散': '方剂'}"
方法８０例功能性消化不良伴焦虑的患者随机分为观察组、对照组，每组４０例，对照组采用氟哌噻吨美利曲辛片治疗，观察组采用解郁消痞汤联合氟哌噻吨美利曲辛片治疗，连续治疗１个月,"{'功能性消化不良伴焦虑': '西医诊断', '氟哌噻吨美利曲辛片': '西医治疗'}"
此后间断腹胀，食欲不振，未再诊治,"{'腹胀': '临床表现', '食欲不振': '临床表现'}"
但腹痛未减,{'腹痛': '临床表现'}
［结论］针药结合分型辨治可以明显增加老年功能性便秘患者的ＣＳＢＭ，改善Ｂｒｉｓｔｏｌ大便性状和排便困难程度，提高其生活质量,{'老年功能性便秘': '西医诊断'}
功能性消化不良；枳术丸；胃肠排空；脾虚气滞证；超微颗粒,"{'功能性消化不良': '西医诊断', '脾虚气滞': '中医证候'}"
耳穴：三焦、脾、肾等部位压痛明显,{'压痛': '临床表现'}
始因感受外邪，治不及时，逐渐全身乏困，不思饮食，肢体寒冷，腹胀胁痛，倦卧思睡，服中西药１０余日无效，在医院血检：谷丙转氨酶２８０单位，黄疸指数１０单位，诊为肝炎,{'肝炎': '西医诊断'}
结论：应用清中汤加味治疗ＮＥＲＤ湿热中阻证有确切的疗效,"{'清中汤加味': '方剂', '湿热中阻': '中医证候'}"
１９５６年，余曾治一侯某，男，４３岁，于１９５６年３月间自觉右胁下疼痛，经东北某医院检查，诊为慢性肝炎疑似合并肝癌，家人为此苦恼，患者又拒绝一切检查,{'右胁下疼痛': '临床表现'}
２组均给予果胶铋、阿莫西林、奥美拉唑等常规治疗,"{'果胶铋': '西医治疗', '阿莫西林': '西医治疗', '奥美拉唑': '西医治疗'}"
目的观察中药与针刺并用治疗慢性萎缩性胃炎的临床疗效,"{'针刺': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
结论：中西医结合治疗功能性消化不良疗效较好,{'功能性消化不良': '西医诊断'}
辨证为胎毒内蕴，湿热薰蒸至深,{'胎毒内蕴': '中医证候'}
间断服用中药健脾理气、化湿解毒汤剂,{'健脾理气': '中医治则'}
［目的］观察胃病Ⅲ号复方对功能性消化不良脾胃湿热证患者近期生活质量的影响,{'脾胃湿热': '中医证候'}
非糜烂性反流病，湿热中阻证，清中汤加味,"{'非糜烂性反流病': '西医诊断', '湿热中阻': '中医证候', '清中汤加味': '方剂'}"
目的：观察健脾消胀丸治疗脾虚气滞型功能性消化不良的临床疗效,"{'健脾消胀丸': '方剂', '脾虚气滞': '中医证候', '功能性消化不良': '西医诊断'}"
舌质红、苔薄腻略黄，边有齿痕,{'苔薄腻略黄': '临床表现'}
治疗方案：①中药内治：参苓白术散加减，组方：莲子肉２０ｇ，薏苡仁２０ｇ，砂仁８ｇ，白扁豆１０ｇ，茯苓２０ｇ，党参３０ｇ，甘草６ｇ，白术２０ｇ，山药３０ｇ，桔梗１０ｇ，大枣３枚，合欢皮１５ｇ，炒谷麦芽各１５ｇ,"{'参苓白术散加减': '方剂', '莲子肉': '中药', '薏苡仁': '中药', '砂仁': '中药', '白扁豆': '中药', '茯苓': '中药', '党参': '中药', '甘草': '中药', '白术': '中药', '山药': '中药', '桔梗': '中药', '大枣': '中药', '合欢皮': '中药', '炒谷麦芽': '中药'}"
鸡矢藤与柴芍六君子汤合用治疗功能性消化不良的临床观察,"{'鸡矢藤': '中药', '功能性消化不良': '西医诊断'}"
结论六味能消胶囊联合复方消化酶治疗功能性消化不良疗效满意，可有效缓解临床症状，改善生活质量．,"{'六味能消胶囊': '中医治疗', '功能性消化不良': '西医诊断'}"
６°Ｃ），口渴少饮，咳嗽气促，咯吐血痰，胸闷不适，全身肌肉痠痛，小便黄赤，舌苔黄微腻，脉滑数,"{'少饮': '临床表现', '咳嗽气促': '临床表现', '咯吐血痰': '临床表现', '胸闷': '临床表现', '全身肌肉痠痛': '临床表现', '小便黄赤': '临床表现', '舌苔黄微腻': '临床表现'}"
药物：茵陈５０克、金钱草５０克、虎杖根２０克、栀子１５克、青皮２０克、茯苓２５克、泽泻１５克、猪苓１５克、鸡内金１５克、丹参３０克、桃仁１５克、川军１０克,"{'茵陈': '中药', '金钱草': '中药', '虎杖根': '中药', '栀子': '中药', '青皮': '中药', '茯苓': '中药', '泽泻': '中药', '猪苓': '中药', '鸡内金': '中药', '丹参': '中药', '桃仁': '中药', '川军': '中药'}"
脉细数无力，舌红苔薄黄,"{'脉细数无力': '临床表现', '苔薄黄': '临床表现'}"
急当扶阳固脱，补肾纳气，益气养阴,"{'固脱': '中医治则', '补肾纳气': '中医治则', '益气养阴': '中医治则'}"
电针联合枳术宽中胶囊治疗功能性消化不良的远期疗效和安全性研究,"{'枳术宽中胶囊': '中医治疗', '功能性消化不良': '西医诊断'}"
目的：观察乌梅丸联合中药敷贴在寒热错杂型肠易激综合征（ＩＢＳ－Ｄ）治疗中的疗效，以及可能的作用机制,"{'乌梅丸': '方剂', '中药敷贴': '中医治疗', '寒热错杂': '中医证候'}"
白扁豆健脾化湿,{'白扁豆': '中药'}
耳穴埋豆；老年患者；高血压；便秘,{'耳穴埋豆': '中医治疗'}
旋覆花汤合温胆汤加减对慢性萎缩性胃炎痰瘀阻络证患者的临床疗效,"{'温胆汤加减': '方剂', '痰瘀阻络': '中医证候'}"
治拟行气利水，参以扶正活血泄浊,"{'利水': '中医治则', '扶正': '中医治则'}"
此病由阴损及阳，而且阳虚较重，附子由六克递增至十五克，始热退脉缓和,{'附子': '中药'}
功能性消化不良；枳实消痞丸；治疗,{'功能性消化不良': '西医诊断'}
方法：对６０例气阴两虚兼血瘀型慢性萎缩性胃炎患者运用欣胃颗粒进行治疗并观察分析,"{'气阴两虚兼血瘀': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
笔者考虑是药不切症，患者高热持续不退３月，面色苍白，少气懒言，呈贫血貌，口苦，恶寒，无汗，巩膜皮肤发黄，纳差、甚则饮食不进，大便数日未解,"{'面色苍白': '临床表现', '少气懒言': '临床表现', '贫血貌': '临床表现', '口苦': '临床表现', '恶寒': '临床表现', '无汗': '临床表现'}"
中医诊断：黄疸、肝温（湿毒内盛），余拟定芳香化浊、利湿退黄、清热解毒为治疗法则，拟方如下：猪苓、茯苓、炒苍术、佛手片、藿梗、苏梗、炒二芽、制半夏各１０ｇ，车前草１５ｇ，厚朴、酒军、生甘草各５ｇ，茵陈、垂盆草、白花蛇舌草各３０ｇ,"{'黄疸': '中医诊断', '肝温': '中医诊断', '湿毒内盛': '中医证候', '芳香化浊': '中医治则', '利湿退黄': '中医治则', '清热解毒': '中医治则'}"
四君子汤加减治疗脾胃虚弱型功能性消化不良的临床观察,"{'脾胃虚弱': '中医证候', '功能性消化不良': '西医诊断'}"
本例辨证属阳黄热重于湿型，从证候特征上确有邪在少阳和阳明实热之象，故仍以大柴胡汤清解少阳、阳明之邪，茵陈蒿汤利湿以退黄疸，板蓝根、郁金、丹参清热凉血化瘀，以治热壅肝瘀之患,"{'热重于湿': '中医证候', '大柴胡汤': '方剂', '茵陈': '中药', '黄疸': '中医诊断', '板蓝根': '中药', '郁金': '中药', '丹参': '中药'}"
初诊：发热无寒（Ｔ３８,{'发热': '临床表现'}
腹部胀痛半月，加重１周,{'腹部胀痛': '临床表现'}
兼腰酸,{'腰酸': '临床表现'}
此胆积肝气横逆，痰饮水湿内停，肺胃之气上逆,"{'胆积肝气横逆': '中医证候', '痰饮水湿内停': '中医证候', '肺胃之气上逆': '中医证候'}"
功能性消化不良；加味治疗；五花芍草汤；,{'功能性消化不良': '西医诊断'}
续用上方１０剂，患者腹胀消失，食纳渐增，Ｂ超示腹水消失，脾脏较原回缩,"{'腹胀': '临床表现', '纳渐增': '临床表现', '腹水': '临床表现'}"
患者因干咳，咽痛，咽赤较剧，急则治其标，故加用莱菔叶、桔梗、胖大海、木蝴蝶等清肺利咽之品,"{'干咳': '临床表现', '咽痛': '临床表现', '咽赤': '临床表现'}"
结论中药敷贴联合按摩点穴疗法对老年人功能性便秘具有较好的临床疗效,{'中药敷贴': '中医治疗'}
辨证为肝肾阴虚，血络瘀阻，脾失健运，水湿内停,"{'肝肾阴虚': '中医证候', '血络瘀阻': '中医证候', '脾失健运': '中医证候', '水湿内停': '中医证候'}"
针药联合组患者总有效率显著高于针灸组和甘草酸二铵组，差异有统计学意义（Ｐ＜０,{'针灸': '中医治疗'}
查ＨＢｓＡｇ阳性，抗ＨＢｃ阳性，球蛋白３２ｇ／Ｌ，Ｂ超示肝硬化腹水，脾大,{'肝硬化腹水': '西医诊断'}
考虑为急性胆囊炎、胆石症,"{'急性胆囊炎': '西医诊断', '胆石症': '西医诊断'}"
通降胃气为不治厌食而实治厌食之法也,{'厌食': '中医诊断'}
对照组给予盐酸洛哌丁胺胶囊口服治疗，治疗组在对照组的基础上加用参苓白术散联合艾灸治疗,{'艾灸': '中医治疗'}
刻诊：腰部隐痛，劳累后尤甚，时伴低热，神疲乏力，尿意频急，小便热痛，或淋漓不已，尿深黄，寐宁纳差，大便调,"{'腰部隐痛': '临床表现', '伴低热': '临床表现', '神疲乏力': '临床表现', '尿意频急': '临床表现', '热痛': '临床表现', '尿深黄': '临床表现', '寐宁纳差': '临床表现', '大便调': '临床表现'}"
方法：采用随机双盲法将６０例顽固性功能性消化不良（ＦＤ）分为：自拟和胃汤和利眠宁治疗组（治疗组）３６例，单纯自拟和胃肠治疗组（对照组）２４例，进行疗效观察,"{'顽固性功能性消化不良': '西医诊断', '利眠宁': '西医治疗'}"
患者腹痛多年，疾病缠身，心情忧郁，故用青皮、陈皮、合欢皮、麦芽等疏肝理气解郁，选用麦芽疏肝，用量要大，一般１５～３０ｇ，且以生者为好,"{'青皮': '中药', '陈皮': '中药', '合欢皮': '中药', '麦芽': '中药', '疏肝理气': '中医治则'}"
结论穴位贴敷配合四磨汤口服液是一种治疗ＦＤ的有效方法,{'穴位贴敷': '中医治疗'}
目的探讨五苓散联合多烯磷脂酰胆碱对非酒精性脂肪肝病患者的治疗效果,{'五苓散': '方剂'}
胃病４号对寒热错杂证患者生活质量的影响,{'寒热错杂': '中医证候'}
方法：１５０例功能性消化不良患者随机分为治疗组９０例，予健胃合剂（党参、白术、鸡内金、苍术、陈皮、枳实、半夏等）治疗，对照组６０例，予胃优乐胶囊（复方凝乳酶胶囊）,"{'健胃合剂': '中医治疗', '党参': '中药', '白术': '中药', '鸡内金': '中药', '苍术': '中药', '陈皮': '中药', '枳实': '中药', '半夏': '中药'}"
功能性消化不良；焦虑抑郁；腹针；心理治疗,"{'功能性消化不良': '西医诊断', '腹针': '中医治疗'}"
结论：脾胃气虚、肝胃不和是功能性消化不良的主要病机，柴枳香砂六君散对功能性消化不良具有良好的临床疗效,"{'脾胃气虚': '中医证候', '肝胃不和': '中医证候', '功能性消化不良': '西医诊断', '柴枳香砂六君散': '方剂'}"
加味半夏泻心汤治疗功能性消化不良８９例,{'加味半夏泻心汤': '方剂'}
主诉：腹胀伴间断性发热４年,{'发热': '临床表现'}
３月５日，三诊：诸恙好转，泛恶止，大便通畅，能下地行走，神情清爽，原有胃病史，脘胀闷，食纳差，暖气，并有痔疾，舌苔灰白黄腻，脉沉细缓如前,"{'大便通畅': '临床表现', '脘胀': '临床表现', '苔灰白': '临床表现'}"
服上药，大便初溏，日二行，后转至正常，口渴亦止，惟觉口干，舌质紫黯，脉缓，宗原方增白术量至４０ｇ，葛根３０ｇ，干姜１５ｇ，另加丹参１５ｇ以活血，续服５剂而病愈,"{'葛根': '中药', '干姜': '中药'}"
对照组按照肠易激综合征治疗常规，研究组在常规治疗的基础上加用中医情志调理，治疗六周,{'中医情志调理': '中医治疗'}
肠易激综合征；便秘型；肝脾舒合剂,{'肝脾舒合剂': '中医治疗'}
肾虚故见要腰酸，尿频,{'腰酸': '临床表现'}
讨论：健脾疏肝中药能够有效提高功能性消化不良患者的临床治疗效果，并降低预后病情复发率，可作为临床重要治疗方案之一．,{'功能性消化不良': '西医诊断'}
５°Ｃ～３７°Ｃ之间，诸症消失，唯见乏力、口燥咽干、五心烦热等伤阴证,"{'乏力': '临床表现', '咽干': '临床表现', '五心烦热': '临床表现'}"
功能性便秘；右归丸；脾肾阳虚证；超氧化物歧化酶；丙二醛,"{'右归丸': '方剂', '脾肾阳虚': '中医证候'}"
治疗组８２例采用宣幽汤合增液汤口服治疗,"{'宣幽汤': '方剂', '增液汤': '方剂'}"
枫蓼肠胃康胶囊治疗功能性消化不良食滞证６６例临床观察,{'食滞': '中医证候'}
到５月底患者仍觉乏力、腹胀、抑郁失眠、夜间双下肢抽搐等,"{'乏力': '临床表现', '腹胀': '临床表现', '抑郁失眠': '临床表现', '夜间双下肢抽搐等': '临床表现'}"
换用归芍六君子汤、黄芪汤合济川煎加减：当归１０ｇ，白芍１５ｇ，太子参３０ｇ，生白术３０ｇ，茯苓１５ｇ，炙甘草６ｇ，黄芪３０ｇ，麻仁１５ｇ，陈皮１５ｇ，肉苁蓉１５ｇ，怀牛膝１５ｇ，巴戟天１５ｇ，枳壳１０ｇ，厚朴１５ｇ,"{'黄芪': '中药', '白芍': '中药', '太子参': '中药', '白术': '中药', '茯苓': '中药', '甘草': '中药', '麻仁': '中药', '陈皮': '中药', '苁蓉': '中药', '怀牛膝': '中药', '枳壳': '中药', '厚朴': '中药'}"
